id	title	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
834	thymic epithelial cells		Mus musculus				thymus	UBERON:0002370	CL:0002293		NULL
835	TMD8 (diffuse large B-cell lymphoma)	CVCL_A442	Homo sapiens	CLO:0037272	EFO:0006496		cell line	CL:0000010	CVCL_A442		NULL
836	trophoblast precursors		Mus musculus				stem cell	CL:0000034			NULL
837	trunk		Mus musculus			UBERON:0002100	other		UBERON:0002100	BTO:0001493	NULL
838	TSU-1621-MT (adult acute myeloid leukemia)	CVCL_A455	Homo sapiens				cell line	CL:0000010	CVCL_A455		NULL
839	TT2 (embryonic stem cells)	CVCL_C318	Mus musculus		EFO:0005485		cell line	CL:0000010	CVCL_C318	BTO:0004639	NULL
840	TT (hereditary thyroid gland medullary carcinoma)	CVCL_1774	Homo sapiens		EFO:0002382		cell line	CL:0000010	CVCL_1774	BTO:0003074	NULL
841	small cell lung carcinoma		Homo sapiens		EFO:0000702		cancer	EFO:0000311	BTO:0000189		NULL
842	non-small cell lung carcinoma		Homo sapiens		EFO:0003060		cancer	EFO:0000311	BTO:0002058		NULL
843	tumor inititating stem cells		Mus musculus				stem cell	CL:0000034			NULL
844	TX1072 (embryonic stem cells)		Mus musculus				cell line	CL:0000010			NULL
845	ILC2 (type 2 Innate lympoid cells)		Mus musculus				cell line	CL:0000010			NULL
846	ILC3 (type 3 Innate lympoid cells)		Mus musculus				cell line	CL:0000010			NULL
847	U2932 (diffuse large B-cell lymphoma)	CVCL_1896	Homo sapiens				cell line	CL:0000010	CVCL_1896		NULL
848	U2OS (osteosarcoma)	CVCL_0042	Homo sapiens	CLO:0009454	EFO:0002869		cell line	CL:0000010	CVCL_0042	BTO:0001938	NULL
849	U87 (glioblastoma)	CVCL_GP63	Homo sapiens				cell line	CL:0000010	CVCL_GP63		NULL
850	acute leukemia		Homo sapiens		EFO:1000068		cancer	EFO:0000311	EFO:1000068		NULL
851	UPR9 (hematopoietic stem cells)		Homo sapiens				cell line	CL:0000010			NULL
852	uterine cells		Mus musculus				uterus	UBERON:0000995			NULL
853	UtE-iPS-11 (induced pluripotent stem cells)	CVCL_E033	Homo sapiens				cell line	CL:0000010	CVCL_E033		NULL
854	UtE-iPS-4 (induced pluripotent stem cells)	CVCL_E036	Homo sapiens				cell line	CL:0000010	CVCL_E036		NULL
855	UtE-iPS-6 (induced pluripotent stem cells)	CVCL_E038	Homo sapiens				cell line	CL:0000010	CVCL_E038		NULL
856	UtE-iPS-7 (induced pluripotent stem cells)	CVCL_E039	Homo sapiens				cell line	CL:0000010	CVCL_E039		NULL
857	VAL-3 (embryonic stem cells)	CVCL_9962	Homo sapiens				cell line	CL:0000010	CVCL_9962		NULL
858	valve mesenchyme		Mus musculus				other		UBERON:0003104		NULL
859	VCS2 (prostate carcinoma)		Homo sapiens				cell line	CL:0000010			NULL
860	ventral prostate		Mus musculus			UBERON:0007615	prostate	UBERON:0002367	UBERON:0007615		NULL
861	WEHI-231 (lymphoma )	CVCL_0577	Mus musculus	CLO:0009575			cell line	CL:0000010	CVCL_0577	BTO:0001093	NULL
862	WEHI-279 (lymphoma)	CVCL_3278	Mus musculus	CLO:0009578			cell line	CL:0000010	CVCL_3278		NULL
863	WERI-Rb-1 (retinoblastoma)	CVCL_1792	Homo sapiens	CLO:0009584	EFO:0005715		cell line	CL:0000010	CVCL_1792	BTO:0001178	NULL
864	WHIM12 (breast cancer)		Homo sapiens				cell line	CL:0000010			NULL
865	cornea		Mus musculus			UBERON:0000964	eye	UBERON:0000970	UBERON:0000964	BTO:0000286	NULL
866	E15.5 embryonic cortex		Mus musculus				embryonic cell	CL:0002321			NULL
867	WI-38 (lung fibroblasts)	CVCL_0579	Homo sapiens	CLO:0009591	EFO:0001260		cell line	CL:0000010	CVCL_0579	BTO:0000458	NULL
868	hemogenic endothelium		Mus musculus				epithelium	UBERON:0000483	UBERON:0001986		NULL
869	X18.1.1 (acute myeloid leukemia)		Mus musculus				cell line	CL:0000010			NULL
870	YCC3 (gastric adenocarcinoma)	CVCL_9657	Homo sapiens		EFO:0002880		cell line	CL:0000010	CVCL_9657		NULL
871	ZHBTc4 F-Oct4 (embryonic stem cells)		Mus musculus				cell line	CL:0000010			NULL
872	ZHBTc4-TS (trophoblast stem cells)		Mus musculus				cell line	CL:0000010			NULL
873	ZHBTc4 (embryonic stem cells)	CVCL_C715	Mus musculus		EFO:0005914		cell line	CL:0000010	CVCL_C715		NULL
874	ZR-75-1 (invasive ductal carcinoma)	CVCL_0588	Homo sapiens	CLO:0009727			cell line	CL:0000010	CVCL_0588	BTO:0003136	NULL
875	ZR-75-30 (invasive ductal carcinoma)	CVCL_1661	Homo sapiens				cell line	CL:0000010	CVCL_1661	BTO:0004915	NULL
878	embryonic stem cells		Homo sapiens				stem cell	CL:0000034	CL:0002322		NULL
879	liver		Homo sapiens			UBERON:0002107	liver	UBERON:0002107	UBERON:0002107	BTO:0000759	NULL
880	B-cells		Homo sapiens	CL:0000236			immune system	UBERON:0002405	CL:0000236		NULL
881	CD4+ T-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000084		NULL
882	T-cells		Homo sapiens	CL:0000084			immune system	UBERON:0002405	CL:0000084		NULL
884	heart		Homo sapiens			UBERON:0000948	heart	UBERON:0000948	UBERON:0000948	BTO:0000562	NULL
885	astrocytes		Mus musculus				nervous system	UBERON:0001016	CL:0000127		NULL
886	Th1-cells		Homo sapiens	CL:0000545			immune system	UBERON:0002405	CL:0000545	BTO:0001678	NULL
887	neural progenitors		Homo sapiens				nervous system	UBERON:0001016			NULL
888	thymus		Homo sapiens			UBERON:0002370	thymus	UBERON:0002370	UBERON:0002370	BTO:0001374	NULL
889	osteoblasts		Mus musculus				skeletal system	UBERON:0001434	CL:0000062		NULL
890	CD8+ T-cells		Homo sapiens				immune system	UBERON:0002405	EFO:0004219		NULL
891	dermal fibroblasts		Homo sapiens				skin	UBERON:0002199	BTO:0000452	BTO:0004419	NULL
892	MSC (mesenchymal stem cells)		Homo sapiens		EFO:0000586		stem cell	CL:0000034	CL:0000134		NULL
893	erythroblasts		Homo sapiens	CL:0000765			hematopoietic system	UBERON:0002390	CL:0000765		NULL
894	erythroid cells		Homo sapiens				hematopoietic system	UBERON:0002390	CL:0000764		NULL
895	erythroid progenitors		Homo sapiens				stem cell	CL:0000034	BTO:0002731	BTO:0002731	NULL
896	embryonic stem cell-derived neural progenitors		Homo sapiens				stem cell	CL:0000034			NULL
897	fibroblasts		Mus musculus				other		BTO:0000452		NULL
898	pancreatic islets		Mus musculus			UBERON:0000006	pancreas	UBERON:0001264	UBERON:0000006		NULL
899	hepatocytes		Rattus norvegicus				liver	UBERON:0002107	CL:0000182		NULL
900	hepatocytes		Homo sapiens	CL:0000182			liver	UBERON:0002107	CL:0000182		NULL
901	prostate tumor		Mus musculus				prostate	UBERON:0002367			NULL
902	mammary epithelial cells		Mus musculus				breast	UBERON:0000310	UBERON:0003244	BTO:0005437	NULL
903	embryonic kidney		Mus musculus				embryonic cell	CL:0002321	UBERON:0002113		NULL
904	myoblasts		Mus musculus	CL:0000056			muscular tissue	UBERON:0002385	CL:0000056		NULL
905	immature oligodendrocytes		Mus musculus				nervous system	UBERON:0001016	CL:0000128		NULL
906	induced pluripotent stem cells		Mus musculus	CL:0002248	EFO:0004905		stem cell	CL:0000034	EFO:0004905		NULL
907	Th2-cells		Homo sapiens	CL:0000546			immune system	UBERON:0002405	CL:0000546	BTO:0001679	NULL
908	kidney		Rattus norvegicus			UBERON:0002113	kidney	UBERON:0002113	UBERON:0002113	BTO:0000671	NULL
909	kidney		Homo sapiens			UBERON:0002113	kidney	UBERON:0002113	UBERON:0002113	BTO:0000671	NULL
910	lung		Homo sapiens			UBERON:0002048	lung	UBERON:0002048	UBERON:0002048	BTO:0000763	NULL
911	macrophages		Homo sapiens				immune system	UBERON:0002405	CL:0000235		NULL
912	megakaryocytes		Mus musculus	CL:0000556			hematopoietic system	UBERON:0002390	CL:0000556	BTO:0000843	NULL
913	melanocytes		Mus musculus				skin	UBERON:0002199	CL:0000148		NULL
914	monocyte-derived dendritic cells		Mus musculus				immune system	UBERON:0002405	CL:0000451	BTO:0002900	NULL
915	hNSC (neural stem cells)		Homo sapiens				stem cell	CL:0000034	CL:0000047		NULL
916	prostate		Homo sapiens			UBERON:0002367	prostate	UBERON:0002367	UBERON:0002367		NULL
917	spleen		Mus musculus			UBERON:0002106	spleen	UBERON:0002106	UBERON:0002106	BTO:0001281	NULL
918	myotube		Homo sapiens				muscular tissue	UBERON:0002385	CL:0002372	BTO:0001760	NULL
919	oligodendrocyte progenitors		Mus musculus				nervous system	UBERON:0001016			NULL
920	pancreas		Homo sapiens			UBERON:0001150	pancreas	UBERON:0001264	UBERON:0001150	BTO:0000988	NULL
921	spinal cord		Rattus norvegicus			UBERON:0002240	nervous system	UBERON:0001016	UBERON:0002240	BTO:0001279	NULL
926	IPSC-derived bipolar neuron		Homo sapiens				stem cell	CL:0000034	CL:0000103		NULL
927	PC9 (lung adenocarcinoma)	CVCL_B260	Homo sapiens		EFO:0002847		cell line	CL:0000010	CVCL_B260		NULL
928	renal tubular cells		Homo sapiens				kidney	UBERON:0002113	BTO:0000343	BTO:0000343	NULL
929	neutrophils		Homo sapiens	CL:0000775			hematopoietic system	UBERON:0002390	CL:0000775		NULL
930	226LDM (normal breast luminal cells)		Homo sapiens				cell line	CL:0000010			NULL
931	limbs and tails		Mus musculus				embryonic cell	CL:0002321	UBERON:0002101;UBERON:0002415		NULL
932	E13.5 limbs and tails		Mus musculus				embryonic cell	CL:0002321	UBERON:0002101;UBERON:0002415		NULL
933	T778 (well differentiated liposarcoma)	CVCL_M808	Homo sapiens				cell line	CL:0000010	CVCL_M808		NULL
934	HOT1 tumor derived from a human glioblastoma		Homo sapiens				brain	UBERON:0000955	BTO:0000527		NULL
935	HEK293-FT (human embryonic kidney, female transformed)	CVCL_6911	Homo sapiens				cell line	CL:0000010	CVCL_6911		NULL
936	primary keratinocytes		Mus musculus	CL:0000312			skin	UBERON:0002199	CL:0000312		NULL
937	G401 (rhabdoid tumor of the kidney)	CVCL_0270	Homo sapiens		EFO:0002179		cell line	CL:0000010	CVCL_0270	BTO:0002586	NULL
938	Th17-cells		Homo sapiens	CL:0000899			immune system	UBERON:0002405	CL:0000899	BTO:0005655	NULL
939	neonatal primary melanocytes		Homo sapiens				skin	UBERON:0002199	BTO:0000847		NULL
940	GEN2.2 (blastic plasmacytoid dendritic cell neoplasm)	CVCL_5G44	Homo sapiens				cell line	CL:0000010	CVCL_5G44		NULL
941	hippocampal neural stem cells		Rattus norvegicus				brain	UBERON:0000955	CL:0000047		NULL
942	NS5 (neural stem cells)		Mus musculus				cell line	CL:0000010			NULL
943	KLF1 erythroblasts		Mus musculus				cell line	CL:0000010			NULL
944	E11.5 maxillary arch		Mus musculus				embryonic cell	CL:0002321			NULL
945	Melan-a (immortalized melanocytes)	CVCL_4624	Mus musculus				cell line	CL:0000010	CVCL_4624	BTO:0003216	NULL
946	E10.5 embryonic heart		Mus musculus				embryonic cell	CL:0002321	UBERON:0000948		NULL
947	primary whole bone marrow cells		Mus musculus				bone marrow	UBERON:0002371			NULL
948	MCF-7L (invasive ductal carcinoma)	CVCL_0088	Homo sapiens				cell line	CL:0000010	CVCL_0088		NULL
949	MCF7 TamR (invasive ductal breast carcinoma Tamoxifen resistant)	CVCL_EG55	Homo sapiens				cell line	CL:0000010	CVCL_EG55		NULL
950	MRC-5 (fetal lung fibroblasts)	CVCL_0440	Homo sapiens	CLO:0007865	EFO:0002835		cell line	CL:0000010	CVCL_0440	BTO:0001590	NULL
951	bone marrow-derived mesenchymal stromal cells		Mus musculus				bone marrow	UBERON:0002371	CL:0000134		NULL
952	embryonic stem cell-derived neuroectoderm cells		Homo sapiens				stem cell	CL:0000034	UBERON:0002346		NULL
953	H9-derived neuroectoderm cells		Homo sapiens				cell line	CL:0000010	UBERON:0002346		NULL
954	alphaTN4-1 (lens epithelial cell line)	CVCL_D858	Mus musculus				cell line	CL:0000010	CVCL_D858	BTO:0001872	NULL
955	primary foreskin fibroblasts		Homo sapiens	CL:1001608			skin	UBERON:0002199	CL:1001608	BTO:0000452	NULL
956	primary hippocampal neuron		Mus musculus				brain	UBERON:0000955	CL:0002608		NULL
957	mpkDCT4a (immortalized murine DCT cell line)		Mus musculus				cell line	CL:0000010			NULL
958	BN cells (granulocyte-macrophage progenitor)		Mus musculus				cell line	CL:0000010			NULL
959	peritoneal thioglycolate-elicited macrophages		Mus musculus				immune system	UBERON:0002405	CL:0000581		NULL
960	Ly6Chi monocytes		Mus musculus				cell line	CL:0000010			NULL
961	Ly6Clo monocytes		Mus musculus				cell line	CL:0000010			NULL
962	haploid mESCs derived from strain 129/Ola		Mus musculus	CL:0002322			stem cell	CL:0000034	CL:0002322		NULL
963	embryonic stem cells from stran 129		Mus musculus	CL:0002322			stem cell	CL:0000034	CL:0002322		NULL
964	U266 (plasma cell myeloma)	CVCL_0566	Homo sapiens		EFO:0001254		cell line	CL:0000010	CVCL_0566	BTO:0001594	NULL
965	frontal cortex		Mus musculus			UBERON:0001870	brain	UBERON:0000955	UBERON:0001870		NULL
966	E13.5 fetal testis		Mus musculus				embryonic cell	CL:0002321	UBERON:0000473		NULL
967	naive CD8+ T-cells		Mus musculus	CL:0000898			immune system	UBERON:0002405	CL:0000898		NULL
968	colon		Mus musculus			UBERON:0001155	colon	UBERON:0001155	UBERON:0001155	BTO:0000269	NULL
969	distal small intestine		Mus musculus				intestine	UBERON:0000160	UBERON:0002108		NULL
970	spleen B-cells		Mus musculus				spleen	UBERON:0002106	CL:0000236		NULL
971	blastocyst B-cells		Mus musculus				embryonic cell	CL:0002321	CL:0000236		NULL
972	hindlimb muscles		Mus musculus				muscular tissue	UBERON:0002385	UBERON:0003663		NULL
973	bone marrow derived immortalised LSK cells		Mus musculus				bone marrow	UBERON:0002371			NULL
974	ML-2 (cell line derived from HL60 M4 cell line, adult acute myeloid leukemia)	CVCL_1418	Homo sapiens	CLO:0007736			cell line	CL:0000010	CVCL_1418	BTO:0001885	NULL
975	KOPN8 (childhood B acute lymphoblastic leukemia)	CVCL_1866	Homo sapiens				cell line	CL:0000010	CVCL_1866		NULL
976	RCH-ACV (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	CVCL_1851	Homo sapiens				cell line	CL:0000010	CVCL_1851	BTO:0003376	NULL
977	cord blood		Homo sapiens				umbilical cord blood	UBERON:0012168	UBERON:0012168		NULL
978	cord blood-derived mononuclear cells		Homo sapiens				umbilical cord blood	UBERON:0012168	CL:0000842		NULL
979	fetal bone marrow-derived mononuclear cells		Homo sapiens				bone marrow	UBERON:0002371	CL:0000842		NULL
980	RH4 (alveolar rhabdomyosarcoma)	CVCL_5916	Homo sapiens				cell line	CL:0000010	CVCL_5916		NULL
981	primary splenic B-cells		Mus musculus				spleen	UBERON:0002106	CL:0000236		NULL
982	3T3F442A (white adipocytes)	CVCL_0122	Mus musculus				cell line	CL:0000010	CVCL_0122		NULL
983	SNU175 (adenocarcinoma)	CVCL_5031	Homo sapiens				cell line	CL:0000010	CVCL_5031		NULL
984	T-cell lymphoma		Mus musculus				cancer	EFO:0000311	BTO:0001825	BTO:0001825	NULL
985	HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells		Homo sapiens				immune system	UBERON:0002405	CL:0000813		NULL
986	Hoxb8-FL		Mus musculus				cell line	CL:0000010			NULL
987	hippocampus		Mus musculus				brain	UBERON:0000955	UBERON:0002421		NULL
988	RH18 (alveolar rhabdomyosarcoma)	CVCL_1659	Homo sapiens				cell line	CL:0000010	CVCL_1659	BTO:0005380	NULL
989	thymus-derived CD34+ cells		Homo sapiens				thymus	UBERON:0002370			NULL
990	thymus-derived CD34- cells		Homo sapiens				thymus	UBERON:0002370			NULL
991	E10.5 forelimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002102		NULL
992	E11.5 forelimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002102		NULL
993	E13.5 forelimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002102		NULL
994	E10.5 hindlimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002103		NULL
995	E11.5 hindlimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002103		NULL
996	E13.5 hindlimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002103		NULL
997	E10.5 midbrain		Mus musculus				embryonic cell	CL:0002321	UBERON:0001891		NULL
998	cortex of postnatal dorsal telencephalon		Mus musculus				brain	UBERON:0000955	UBERON:0001893		NULL
999	BeWo (gestational choriocarcinoma)	CVCL_0044	Homo sapiens	CLO:0001934	EFO:0002050		cell line	CL:0000010	CVCL_0044	BTO:0000798	NULL
1000	P1 (neural progenitor cells)	CVCL_G239	Mus musculus				cell line	CL:0000010	CVCL_G239		NULL
1001	MDA-MB-157 (triple negative breast carcinoma)	CVCL_0618	Homo sapiens	CLO:0007632	EFO:0001206		cell line	CL:0000010	CVCL_0618		NULL
1002	HCC1143 (ductal breast carcinoma)	CVCL_1245	Homo sapiens	CLO:0003630	EFO:0001169		cell line	CL:0000010	CVCL_1245		NULL
1003	A139 ER-, PR-, HER2- breast cancer cells		Homo sapiens				cell line	CL:0000010			NULL
1004	A137 ER-, PR-, HER2- breast cancer cells		Homo sapiens				cell line	CL:0000010			NULL
1005	iPSC-derived cardiomyocytes		Homo sapiens				stem cell	CL:0000034	CL:0000746		NULL
1006	thyroid gland		Mus musculus			UBERON:0002046	thyroid gland	UBERON:0002046	UBERON:0002046	BTO:0001379	NULL
2767	38B9 (pro-B-cell)		Mus musculus				cell line	CL:0000010			NULL
1008	HT1080 (fibrosarcoma)	CVCL_0317	Homo sapiens		EFO:0002059		cell line	CL:0000010	CVCL_0317		NULL
1009	U87MG(glioblastoma)	CVCL_0022	Homo sapiens		EFO:0005237		cell line	CL:0000010	CVCL_0022	BTO:0002036	NULL
1010	BT168 (glioblastoma stem cells)		Homo sapiens				cell line	CL:0000010			NULL
1011	Th17(beta)-cells		Mus musculus				immune system	UBERON:0002405	CL:0000899	BTO:0005655	NULL
1012	Th17(23)-cells		Mus musculus				immune system	UBERON:0002405	CL:0000899	BTO:0005655	NULL
1013	patient-derived pleaural effusion		Homo sapiens				lung	UBERON:0002048	UBERON:0000175		NULL
3906	flow sorted muscle stem cells		Mus musculus				stem cell	CL:0000034	BTO:0005300	BTO:0005300	NULL
1015	melan-Ink4a-Arf- melanocytes		Mus musculus				cell line	CL:0000010			NULL
1016	retinoblastoma xenograft		Homo sapiens				eye	UBERON:0000970	BTO:0001178		NULL
1017	E14 retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1018	E16 retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1019	E18 retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1020	E23 retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1021	PB115 (lung cancer)		Mus musculus				cell line	CL:0000010			NULL
1022	PB119 (lung cancer)		Mus musculus				cell line	CL:0000010			NULL
1023	PB120 (lung cancer)		Mus musculus				cell line	CL:0000010			NULL
1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	CVCL_C124	Homo sapiens				cell line	CL:0000010	CVCL_C124		NULL
1025	E14.5 retina		Mus musculus				embryonic cell	CL:0002321	UBERON:0000966		NULL
1026	E17.5 retina		Mus musculus				embryonic cell	CL:0002321	UBERON:0000966		NULL
1027	P0 retina		Mus musculus				embryonic cell	CL:0002321	UBERON:0000966		NULL
1028	P3 retina		Mus musculus				eye	UBERON:0000970	UBERON:0000966		NULL
1029	P7 retina		Mus musculus				eye	UBERON:0000970	UBERON:0000966		NULL
1030	P10 retina		Mus musculus				eye	UBERON:0000970	UBERON:0000966		NULL
1031	P14 retina		Mus musculus				eye	UBERON:0000970	UBERON:0000966		NULL
1032	P21 retina		Mus musculus				eye	UBERON:0000970	UBERON:0000966		NULL
1033	fibroblast-derived iPSCs fG140.03		Mus musculus				cell line	CL:0000010	BTO:0000452		NULL
1034	fibroblast-derived iPSCs fG140.04		Mus musculus				cell line	CL:0000010	BTO:0000452		NULL
1036	fibroblast-derived iPSCs fMG02		Mus musculus				cell line	CL:0000010	BTO:0000452		NULL
1037	fibroblast-derived iPSCs fMG03		Mus musculus				cell line	CL:0000010	BTO:0000452		NULL
1038	Eb5 embryonic stem cells		Mus musculus				cell line	CL:0000010			NULL
1039	immature retinal-derived iPSCs 8601		Mus musculus	CL:0002248	EFO:0004905		eye	UBERON:0000970	CL:0002248		NULL
1040	mature retinal-derived iPSCs 3302		Mus musculus	CL:0002248	EFO:0004905		eye	UBERON:0000970	CL:0002248		NULL
1041	mature retinal-derived iPSCs 7602		Mus musculus	CL:0002248	EFO:0004905		eye	UBERON:0000970	CL:0002248		NULL
1042	EndoC-betaH2 (immortalized pancreatic beta cells)		Homo sapiens				cell line	CL:0000010			NULL
1043	MIN6 (insulinoma)	CVCL_0431	Mus musculus		EFO:0002829		cell line	CL:0000010	CVCL_0431	BTO:0002284	NULL
1044	G523NS (glioblastoma)		Homo sapiens				cell line	CL:0000010			NULL
1045	paraventricular nucleus		Rattus norvegicus			UBERON:0001930	brain	UBERON:0000955	UBERON:0001930	BTO:0002460	NULL
1046	liver		Rattus norvegicus			UBERON:0002107	liver	UBERON:0002107	UBERON:0002107	BTO:0000759	NULL
1047	Brg1fl/fl (embryonic stem cells)		Mus musculus				stem cell	CL:0000034	CL:0002248		NULL
1048	CD4+ Th1		Mus musculus				immune system	UBERON:0002405	CL:0000545		NULL
1049	JHU-029 (laryngeal squamous cell carcinoma)	CVCL_5993	Homo sapiens				cell line	CL:0000010	CVCL_5993	BTO:0003888	NULL
2777	primary epidermal keratinocytes		Mus musculus				skin	UBERON:0002199	CL:0000312		NULL
1051	MDA-231-D (breast adenocarcinoma)	CVCL_9U31	Homo sapiens				cell line	CL:0000010	CVCL_9U31		NULL
1052	EpRas (mammary gland epithelial cells)		Mus musculus				cell line	CL:0000010			NULL
1053	Treg cells from lymph nodes and spleen		Mus musculus				other		CL:0000815		NULL
1054	suprabasal keratinocytes		Mus musculus				skin	UBERON:0002199	CL:0000312		NULL
1055	HAEC (human aortic endothelial cells)		Homo sapiens				vascular system	UBERON:0007798	CL:0002544		NULL
1056	myogenic progenitors		Mus musculus				stem cell	CL:0000034			NULL
1057	medullary thymic epithelial cells		Mus musculus				thymus	UBERON:0002370	CL:0002365	BTO:0004563	NULL
1058	CD4+ T-cells		Mus musculus	CL:0000624			immune system	UBERON:0002405	CL:0000624		NULL
1059	trophoblast stem-like cells		Mus musculus				stem cell	CL:0000034			NULL
1060	prostate cancer-associated fibroblasts		Homo sapiens				prostate	UBERON:0002367			NULL
1061	fetal prostate fibroblasts		Homo sapiens				prostate	UBERON:0002367	BTO:0000452		NULL
1062	myofibroblasts		Homo sapiens				muscular tissue	UBERON:0002385	CL:0000186		NULL
1064	JM8.N4 (embryonic stem cells)	CVCL_J962	Mus musculus				cell line	CL:0000010	CVCL_J962		NULL
1065	neural stem cell (NSC)-derived pre-iPSCs		Mus musculus				stem cell	CL:0000034	CL:0000047	BTO:0002881	NULL
1066	embryonic fibroblasts expressing OSKM for 48h		Mus musculus				embryonic cell	CL:0002321			NULL
1067	pre-induced pluripotent stem cells		Mus musculus				stem cell	CL:0000034	CL:0002248		NULL
1068	embryonic fibroblasts expressing OSKM and Esrrb for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1069	embryonic fibroblasts expressing OSKM and Flag-Fra1 for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1070	embryonic fibroblasts expressing Klf4 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1071	embryonic fibroblasts expressing Klf4 from inducible system for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1072	embryonic fibroblasts expressing Oct4 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1073	embryonic fibroblasts expressing Oct4 from inducible system for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1074	embryonic fibroblasts expressing Sox2 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1075	embryonic fibroblasts expressing Sox2 from inducible system for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1076	embryonic fibroblasts expressing Oct4,Klf4 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1078	embryonic fibroblasts expressing Sox2,Klf4 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1080	embryonic fibroblasts expressing Oct4,Sox2 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1082	embryonic fibroblasts expressing Oct4,Sox2,Klf4 from pMX vector for 48h		Mus musculus				embryonic cell	CL:0002321	BTO:0000452		NULL
1083	D283 Med (medulloblastoma)	CVCL_1155	Homo sapiens	CLO:0002673			cell line	CL:0000010	CVCL_1155		NULL
1084	D341 Med (medulloblastoma)	CVCL_0018	Homo sapiens	CLO:0002677			cell line	CL:0000010	CVCL_0018		NULL
1085	J2E (erythroid cells)	CVCL_0355	Mus musculus				cell line	CL:0000010	CVCL_0355		NULL
1086	A-673 clone Asp114 (Ewing sarcoma)	CVCL_JM58	Homo sapiens				cell line	CL:0000010	CVCL_JM58		NULL
1087	embryonic stem and neural progenitor cells		Mus musculus				stem cell	CL:0000034			NULL
1088	E3.5 embryonic stem cells		Mus musculus				embryonic cell	CL:0002321	CL:0002322		NULL
1089	breast tumor xenograft		Homo sapiens				breast	UBERON:0000310			NULL
1090	differentiated neutrophils		Mus musculus				immune system	UBERON:0002405	CL:0000775		NULL
1091	ECOMG-derived differentiated neutrophils		Mus musculus				cell line	CL:0000010	CL:0000775		NULL
1092	ECOMG (myeloid progenitor cell line)		Mus musculus				cell line	CL:0000010			NULL
1093	Lin- bone marrow-derived CD44- CD25+ thymocytes		Mus musculus	CL:0000084			bone marrow	UBERON:0002371	CL:0000084		NULL
1094	splenic B-1a-cells		Mus musculus				spleen	UBERON:0002106	CL:0000820		NULL
1095	Loucy (adult T acute lymphoblastic leukemia)	CVCL_1380	Homo sapiens	CLO:0007375	EFO:0007112		cell line	CL:0000010	CVCL_1380		NULL
1096	DU-528 (childhood T acute lymphoblastic leukemia)	CVCL_5617	Homo sapiens				cell line	CL:0000010	CVCL_5617		NULL
1097	PF-382 (childhood T acute lymphoblastic leukemia)	CVCL_1641	Homo sapiens	CLO:0008421			cell line	CL:0000010	CVCL_1641		NULL
1098	hippocampus		Rattus norvegicus				brain	UBERON:0000955	BTO:0000601	BTO:0000601	NULL
1099	E??-Myc lymphoma		Mus musculus				cancer	EFO:0000311	BTO:0000785		NULL
1100	AT-3 (mammary tumor)		Mus musculus				cell line	CL:0000010			NULL
1101	NB-1643 (neuroblastoma)	CVCL_5627	Homo sapiens				cell line	CL:0000010	CVCL_5627	BTO:0002833	NULL
1102	MDA231-LM2-4175 (breast adenocarcinoma)	CVCL_5998	Homo sapiens				cell line	CL:0000010	CVCL_5998		NULL
1103	HCC827 (lung adenocarcinoma)	CVCL_2063	Homo sapiens	CLO:0003659	EFO:0003137		cell line	CL:0000010	CVCL_2063		NULL
1104	HCC827 ZDR3 (lung adenocarcinoma)		Homo sapiens				cell line	CL:0000010			NULL
1105	E12.5 embryonic distal forelimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002102		NULL
